date	location	QC_overall_status	sequences
2021-12-19	USA	good	4767
2021-12-19	USA	mediocre	824
2021-12-19	United Kingdom	bad	216
2021-12-19	United Kingdom	good	7750
2021-12-19	United Kingdom	mediocre	909
2021-12-20	Australia	bad	110
2021-12-20	Australia	good	155
2021-12-20	Australia	mediocre	51
2021-12-20	Brazil	bad	49
2021-12-20	Brazil	good	306
2021-12-20	Brazil	mediocre	49
2021-12-20	Japan	good	92
2021-12-20	Japan	mediocre	1
2021-12-20	South Africa	bad	32
2021-12-20	South Africa	good	218
2021-12-20	South Africa	mediocre	27
2021-12-20	USA	bad	1404
2021-12-20	USA	good	11665
2021-12-20	USA	mediocre	1994
2021-12-20	United Kingdom	bad	435
2021-12-20	United Kingdom	good	10063
2021-12-20	United Kingdom	mediocre	1190
2021-12-21	Australia	bad	249
2021-12-21	Australia	good	333
2021-12-21	Australia	mediocre	80
2021-12-21	Brazil	bad	38
2021-12-21	Brazil	good	259
2021-12-21	Brazil	mediocre	44
2021-12-21	Japan	good	88
2021-12-21	South Africa	bad	29
2021-12-21	South Africa	good	166
2021-12-21	South Africa	mediocre	10
2021-12-21	USA	bad	1654
2021-12-21	USA	good	14974
2021-12-21	USA	mediocre	2001
2021-12-21	United Kingdom	bad	111
2021-12-21	United Kingdom	good	7405
2021-12-21	United Kingdom	mediocre	792
2021-12-22	Australia	bad	283
2021-12-22	Australia	good	375
2021-12-22	Australia	mediocre	63
2021-12-22	Brazil	bad	20
2021-12-22	Brazil	good	190
2021-12-22	Brazil	mediocre	38
2021-12-22	Japan	bad	1
2021-12-22	Japan	good	79
2021-12-22	Japan	mediocre	2
2021-12-22	South Africa	bad	17
2021-12-22	South Africa	good	103
2021-12-22	South Africa	mediocre	8
2021-12-22	USA	bad	1720
2021-12-22	USA	good	15937
2021-12-22	USA	mediocre	2526
2021-12-22	United Kingdom	bad	111
2021-12-22	United Kingdom	good	7045
2021-12-22	United Kingdom	mediocre	786
2021-12-23	Australia	bad	262
2021-12-23	Australia	good	348
2021-12-23	Australia	mediocre	85
2021-12-23	Brazil	bad	10
2021-12-23	Brazil	good	177
2021-12-23	Brazil	mediocre	26
2021-12-23	Japan	good	110
2021-12-23	Japan	mediocre	3
2021-12-23	South Africa	bad	15
2021-12-23	South Africa	good	164
2021-12-23	South Africa	mediocre	19
2021-12-23	USA	bad	1341
2021-12-23	USA	good	12324
2021-12-23	USA	mediocre	1682
2021-12-23	United Kingdom	bad	65
2021-12-23	United Kingdom	good	7218
2021-12-23	United Kingdom	mediocre	673
2021-12-24	Australia	bad	226
2021-12-24	Australia	good	215
2021-12-24	Australia	mediocre	101
2021-12-24	Brazil	bad	7
2021-12-24	Brazil	good	49
2021-12-24	Brazil	mediocre	8
2021-12-24	Japan	bad	1
2021-12-24	Japan	good	100
2021-12-24	South Africa	bad	13
2021-12-24	South Africa	good	127
2021-12-24	South Africa	mediocre	9
2021-12-24	USA	bad	446
2021-12-24	USA	good	4662
2021-12-24	USA	mediocre	751
2021-12-24	United Kingdom	bad	55
2021-12-24	United Kingdom	good	4457
2021-12-24	United Kingdom	mediocre	472
2021-12-25	Australia	bad	159
2021-12-25	Australia	good	293
2021-12-25	Australia	mediocre	87
2021-12-25	Brazil	bad	13
2021-12-25	Brazil	good	74
2021-12-25	Brazil	mediocre	6
2021-12-25	Japan	bad	1
2021-12-25	Japan	good	71
2021-12-25	Japan	mediocre	5
2021-12-25	South Africa	bad	3
2021-12-25	South Africa	good	32
2021-12-25	South Africa	mediocre	1
2021-12-25	USA	bad	236
2021-12-25	USA	good	2139
2021-12-25	USA	mediocre	369
2021-12-25	United Kingdom	bad	61
2021-12-25	United Kingdom	good	3020
2021-12-25	United Kingdom	mediocre	328
2021-12-26	Australia	bad	199
2021-12-26	Australia	good	302
2021-12-26	Australia	mediocre	82
2021-12-26	Brazil	bad	7
2021-12-26	Brazil	good	109
2021-12-26	Brazil	mediocre	12
2021-12-26	Japan	good	44
2021-12-26	South Africa	bad	4
2021-12-26	South Africa	good	55
2021-12-26	South Africa	mediocre	3
2021-12-26	USA	bad	1123
2021-12-26	USA	good	7996
2021-12-26	USA	mediocre	1271
2021-12-26	United Kingdom	bad	75
2021-12-26	United Kingdom	good	6630
2021-12-26	United Kingdom	mediocre	645
2021-12-27	Australia	bad	143
2021-12-27	Australia	good	232
2021-12-27	Australia	mediocre	59
2021-12-27	Brazil	bad	65
2021-12-27	Brazil	good	481
2021-12-27	Brazil	mediocre	26
2021-12-27	Japan	good	120
2021-12-27	Japan	mediocre	5
2021-12-27	South Africa	bad	1
2021-12-27	South Africa	good	32
2021-12-27	South Africa	mediocre	4
2021-12-27	USA	bad	2317
2021-12-27	USA	good	17404
2021-12-27	USA	mediocre	2617
2021-12-27	United Kingdom	bad	122
2021-12-27	United Kingdom	good	8716
2021-12-27	United Kingdom	mediocre	1051
2021-12-28	Australia	bad	242
2021-12-28	Australia	good	250
2021-12-28	Australia	mediocre	88
2021-12-28	Brazil	bad	56
2021-12-28	Brazil	good	644
2021-12-28	Brazil	mediocre	49
2021-12-28	Japan	good	173
2021-12-28	Japan	mediocre	6
2021-12-28	South Africa	bad	9
2021-12-28	South Africa	good	144
2021-12-28	South Africa	mediocre	4
2021-12-28	USA	bad	2400
2021-12-28	USA	good	16880
2021-12-28	USA	mediocre	2317
2021-12-28	United Kingdom	bad	121
2021-12-28	United Kingdom	good	10205
2021-12-28	United Kingdom	mediocre	1377
2021-12-29	Australia	bad	283
2021-12-29	Australia	good	190
2021-12-29	Australia	mediocre	92
2021-12-29	Brazil	bad	41
2021-12-29	Brazil	good	529
2021-12-29	Brazil	mediocre	48
2021-12-29	Japan	good	160
2021-12-29	Japan	mediocre	2
2021-12-29	South Africa	bad	12
2021-12-29	South Africa	good	115
2021-12-29	South Africa	mediocre	14
2021-12-29	USA	bad	2212
2021-12-29	USA	good	17599
2021-12-29	USA	mediocre	2438
2021-12-29	United Kingdom	bad	91
2021-12-29	United Kingdom	good	12235
2021-12-29	United Kingdom	mediocre	1474
2021-12-30	Australia	bad	180
2021-12-30	Australia	good	352
2021-12-30	Australia	mediocre	82
2021-12-30	Brazil	bad	38
2021-12-30	Brazil	good	318
2021-12-30	Brazil	mediocre	26
2021-12-30	Japan	good	162
2021-12-30	Japan	mediocre	2
2021-12-30	South Africa	bad	10
2021-12-30	South Africa	good	119
2021-12-30	South Africa	mediocre	10
2021-12-30	USA	bad	2602
2021-12-30	USA	good	15595
2021-12-30	USA	mediocre	2536
2021-12-30	United Kingdom	bad	239
2021-12-30	United Kingdom	good	10369
2021-12-30	United Kingdom	mediocre	1620
2021-12-31	Australia	bad	102
2021-12-31	Australia	good	202
2021-12-31	Australia	mediocre	66
2021-12-31	Brazil	bad	18
2021-12-31	Brazil	good	98
2021-12-31	Brazil	mediocre	17
2021-12-31	Japan	good	200
2021-12-31	Japan	mediocre	2
2021-12-31	South Africa	bad	6
2021-12-31	South Africa	good	65
2021-12-31	South Africa	mediocre	4
2021-12-31	USA	bad	615
2021-12-31	USA	good	6455
2021-12-31	USA	mediocre	955
2021-12-31	United Kingdom	bad	121
2021-12-31	United Kingdom	good	7609
2021-12-31	United Kingdom	mediocre	1181
2022-01-01	Australia	bad	112
2022-01-01	Australia	good	214
2022-01-01	Australia	mediocre	78
2022-01-01	Brazil	bad	10
2022-01-01	Brazil	good	74
2022-01-01	Brazil	mediocre	9
2022-01-01	Japan	bad	1
2022-01-01	Japan	good	207
2022-01-01	Japan	mediocre	7
2022-01-01	South Africa	bad	4
2022-01-01	South Africa	good	35
2022-01-01	South Africa	mediocre	3
2022-01-01	USA	bad	391
2022-01-01	USA	good	3853
2022-01-01	USA	mediocre	539
2022-01-01	United Kingdom	bad	77
2022-01-01	United Kingdom	good	5358
2022-01-01	United Kingdom	mediocre	885
2022-01-02	Australia	bad	90
2022-01-02	Australia	good	272
2022-01-02	Australia	mediocre	35
2022-01-02	Brazil	bad	16
2022-01-02	Brazil	good	224
2022-01-02	Brazil	mediocre	23
2022-01-02	Japan	good	328
2022-01-02	Japan	mediocre	3
2022-01-02	South Africa	bad	3
2022-01-02	South Africa	good	57
2022-01-02	South Africa	mediocre	6
2022-01-02	USA	bad	1207
2022-01-02	USA	good	8611
2022-01-02	USA	mediocre	1461
2022-01-02	United Kingdom	bad	130
2022-01-02	United Kingdom	good	8128
2022-01-02	United Kingdom	mediocre	1182
2022-01-03	Australia	bad	237
2022-01-03	Australia	good	360
2022-01-03	Australia	mediocre	92
2022-01-03	Brazil	bad	70
2022-01-03	Brazil	good	848
2022-01-03	Brazil	mediocre	83
2022-01-03	Japan	good	514
2022-01-03	Japan	mediocre	3
2022-01-03	South Africa	bad	17
2022-01-03	South Africa	good	149
2022-01-03	South Africa	mediocre	14
2022-01-03	USA	bad	2519
2022-01-03	USA	good	18551
2022-01-03	USA	mediocre	3089
2022-01-03	United Kingdom	bad	157
2022-01-03	United Kingdom	good	11353
2022-01-03	United Kingdom	mediocre	1658
2022-01-04	Australia	bad	569
2022-01-04	Australia	good	366
2022-01-04	Australia	mediocre	113
2022-01-04	Brazil	bad	69
2022-01-04	Brazil	good	1052
2022-01-04	Brazil	mediocre	67
2022-01-04	Japan	bad	1
2022-01-04	Japan	good	890
2022-01-04	Japan	mediocre	5
2022-01-04	South Africa	bad	30
2022-01-04	South Africa	good	139
2022-01-04	South Africa	mediocre	19
2022-01-04	USA	bad	2876
2022-01-04	USA	good	20978
2022-01-04	USA	mediocre	3589
2022-01-04	United Kingdom	bad	216
2022-01-04	United Kingdom	good	13385
2022-01-04	United Kingdom	mediocre	1907
2022-01-05	Australia	bad	203
2022-01-05	Australia	good	215
2022-01-05	Australia	mediocre	51
2022-01-05	Brazil	bad	49
2022-01-05	Brazil	good	1161
2022-01-05	Brazil	mediocre	67
2022-01-05	Japan	bad	2
2022-01-05	Japan	good	1090
2022-01-05	Japan	mediocre	6
2022-01-05	South Africa	bad	22
2022-01-05	South Africa	good	115
2022-01-05	South Africa	mediocre	8
2022-01-05	USA	bad	1981
2022-01-05	USA	good	14962
2022-01-05	USA	mediocre	2609
2022-01-05	United Kingdom	bad	169
2022-01-05	United Kingdom	good	11058
2022-01-05	United Kingdom	mediocre	1413
2022-01-06	Australia	bad	184
2022-01-06	Australia	good	232
2022-01-06	Australia	mediocre	57
2022-01-06	Brazil	bad	82
2022-01-06	Brazil	good	1217
2022-01-06	Brazil	mediocre	86
2022-01-06	Japan	bad	2
2022-01-06	Japan	good	1397
2022-01-06	Japan	mediocre	9
2022-01-06	South Africa	bad	20
2022-01-06	South Africa	good	101
2022-01-06	South Africa	mediocre	7
2022-01-06	USA	bad	1725
2022-01-06	USA	good	14314
2022-01-06	USA	mediocre	2327
2022-01-06	United Kingdom	bad	115
2022-01-06	United Kingdom	good	11263
2022-01-06	United Kingdom	mediocre	1355
2022-01-07	Australia	bad	177
2022-01-07	Australia	good	176
2022-01-07	Australia	mediocre	47
2022-01-07	Brazil	bad	64
2022-01-07	Brazil	good	1129
2022-01-07	Brazil	mediocre	66
2022-01-07	Japan	bad	1
2022-01-07	Japan	good	1631
2022-01-07	Japan	mediocre	5
2022-01-07	South Africa	bad	16
2022-01-07	South Africa	good	93
2022-01-07	South Africa	mediocre	5
2022-01-07	USA	bad	1604
2022-01-07	USA	good	12220
2022-01-07	USA	mediocre	2166
2022-01-07	United Kingdom	bad	81
2022-01-07	United Kingdom	good	7376
2022-01-07	United Kingdom	mediocre	941
2022-01-08	Australia	bad	158
2022-01-08	Australia	good	124
2022-01-08	Australia	mediocre	40
2022-01-08	Brazil	bad	14
2022-01-08	Brazil	good	387
2022-01-08	Brazil	mediocre	14
2022-01-08	Japan	good	1280
2022-01-08	Japan	mediocre	3
2022-01-08	South Africa	bad	6
2022-01-08	South Africa	good	47
2022-01-08	South Africa	mediocre	3
2022-01-08	USA	bad	902
2022-01-08	USA	good	8055
2022-01-08	USA	mediocre	1143
2022-01-08	United Kingdom	bad	76
2022-01-08	United Kingdom	good	6528
2022-01-08	United Kingdom	mediocre	740
2022-01-09	Australia	bad	142
2022-01-09	Australia	good	265
2022-01-09	Australia	mediocre	75
2022-01-09	Brazil	bad	17
2022-01-09	Brazil	good	334
2022-01-09	Brazil	mediocre	29
2022-01-09	Japan	good	731
2022-01-09	South Africa	bad	3
2022-01-09	South Africa	good	35
2022-01-09	South Africa	mediocre	1
2022-01-09	USA	bad	915
2022-01-09	USA	good	7060
2022-01-09	USA	mediocre	1038
2022-01-09	United Kingdom	bad	89
2022-01-09	United Kingdom	good	5889
2022-01-09	United Kingdom	mediocre	799
2022-01-10	Australia	bad	151
2022-01-10	Australia	good	176
2022-01-10	Australia	mediocre	48
2022-01-10	Brazil	bad	89
2022-01-10	Brazil	good	1300
2022-01-10	Brazil	mediocre	96
2022-01-10	Japan	bad	1
2022-01-10	Japan	good	774
2022-01-10	Japan	mediocre	6
2022-01-10	South Africa	bad	20
2022-01-10	South Africa	good	123
2022-01-10	South Africa	mediocre	10
2022-01-10	USA	bad	2231
2022-01-10	USA	good	16299
2022-01-10	USA	mediocre	2589
2022-01-10	United Kingdom	bad	71
2022-01-10	United Kingdom	good	10021
2022-01-10	United Kingdom	mediocre	1176
2022-01-11	Australia	bad	226
2022-01-11	Australia	good	264
2022-01-11	Australia	mediocre	154
2022-01-11	Brazil	bad	50
2022-01-11	Brazil	good	916
2022-01-11	Brazil	mediocre	61
2022-01-11	Japan	bad	2
2022-01-11	Japan	good	2355
2022-01-11	Japan	mediocre	1
2022-01-11	South Africa	bad	15
2022-01-11	South Africa	good	72
2022-01-11	South Africa	mediocre	12
2022-01-11	USA	bad	2128
2022-01-11	USA	good	15858
2022-01-11	USA	mediocre	2713
2022-01-11	United Kingdom	bad	86
2022-01-11	United Kingdom	good	10165
2022-01-11	United Kingdom	mediocre	785
2022-01-12	Australia	bad	172
2022-01-12	Australia	good	210
2022-01-12	Australia	mediocre	53
2022-01-12	Brazil	bad	55
2022-01-12	Brazil	good	1020
2022-01-12	Brazil	mediocre	108
2022-01-12	Japan	good	2120
2022-01-12	Japan	mediocre	3
2022-01-12	South Africa	bad	18
2022-01-12	South Africa	good	98
2022-01-12	South Africa	mediocre	11
2022-01-12	USA	bad	1785
2022-01-12	USA	good	13975
2022-01-12	USA	mediocre	2444
2022-01-12	United Kingdom	bad	95
2022-01-12	United Kingdom	good	8836
2022-01-12	United Kingdom	mediocre	866
2022-01-13	Australia	bad	94
2022-01-13	Australia	good	215
2022-01-13	Australia	mediocre	49
2022-01-13	Brazil	bad	49
2022-01-13	Brazil	good	907
2022-01-13	Brazil	mediocre	63
2022-01-13	Japan	good	2729
2022-01-13	Japan	mediocre	3
2022-01-13	South Africa	bad	15
2022-01-13	South Africa	good	68
2022-01-13	South Africa	mediocre	13
2022-01-13	USA	bad	1620
2022-01-13	USA	good	13193
2022-01-13	USA	mediocre	1974
2022-01-13	United Kingdom	bad	63
2022-01-13	United Kingdom	good	7891
2022-01-13	United Kingdom	mediocre	810
2022-01-14	Australia	bad	92
2022-01-14	Australia	good	163
2022-01-14	Australia	mediocre	68
2022-01-14	Brazil	bad	39
2022-01-14	Brazil	good	639
2022-01-14	Brazil	mediocre	31
2022-01-14	Japan	bad	2
2022-01-14	Japan	good	2510
2022-01-14	Japan	mediocre	8
2022-01-14	South Africa	bad	11
2022-01-14	South Africa	good	59
2022-01-14	South Africa	mediocre	8
2022-01-14	USA	bad	1462
2022-01-14	USA	good	12697
2022-01-14	USA	mediocre	1926
2022-01-14	United Kingdom	bad	79
2022-01-14	United Kingdom	good	9253
2022-01-14	United Kingdom	mediocre	810
2022-01-15	Australia	bad	164
2022-01-15	Australia	good	208
2022-01-15	Australia	mediocre	47
2022-01-15	Brazil	bad	5
2022-01-15	Brazil	good	369
2022-01-15	Brazil	mediocre	15
2022-01-15	Japan	good	1807
2022-01-15	Japan	mediocre	5
2022-01-15	South Africa	bad	9
2022-01-15	South Africa	good	38
2022-01-15	South Africa	mediocre	11
2022-01-15	USA	bad	984
2022-01-15	USA	good	8369
2022-01-15	USA	mediocre	1312
2022-01-15	United Kingdom	bad	60
2022-01-15	United Kingdom	good	6396
2022-01-15	United Kingdom	mediocre	724
2022-01-16	Australia	bad	58
2022-01-16	Australia	good	174
2022-01-16	Australia	mediocre	32
2022-01-16	Brazil	bad	8
2022-01-16	Brazil	good	269
2022-01-16	Brazil	mediocre	12
2022-01-16	Japan	good	517
2022-01-16	Japan	mediocre	1
2022-01-16	South Africa	bad	5
2022-01-16	South Africa	good	40
2022-01-16	South Africa	mediocre	5
2022-01-16	USA	bad	672
2022-01-16	USA	good	6610
2022-01-16	USA	mediocre	830
2022-01-16	United Kingdom	bad	85
2022-01-16	United Kingdom	good	7120
2022-01-16	United Kingdom	mediocre	726
2022-01-17	Australia	bad	199
2022-01-17	Australia	good	206
2022-01-17	Australia	mediocre	68
2022-01-17	Brazil	bad	59
2022-01-17	Brazil	good	1097
2022-01-17	Brazil	mediocre	72
2022-01-17	Japan	bad	1
2022-01-17	Japan	good	3809
2022-01-17	Japan	mediocre	3
2022-01-17	South Africa	bad	24
2022-01-17	South Africa	good	144
2022-01-17	South Africa	mediocre	20
2022-01-17	USA	bad	1254
2022-01-17	USA	good	11210
2022-01-17	USA	mediocre	1728
2022-01-17	United Kingdom	bad	68
2022-01-17	United Kingdom	good	10778
2022-01-17	United Kingdom	mediocre	929
2022-01-18	Australia	bad	146
2022-01-18	Australia	good	241
2022-01-18	Australia	mediocre	55
2022-01-18	Brazil	bad	36
2022-01-18	Brazil	good	1090
2022-01-18	Brazil	mediocre	91
2022-01-18	Japan	bad	1
2022-01-18	Japan	good	2655
2022-01-18	Japan	mediocre	1
2022-01-18	South Africa	bad	15
2022-01-18	South Africa	good	122
2022-01-18	South Africa	mediocre	11
2022-01-18	USA	bad	2004
2022-01-18	USA	good	17353
2022-01-18	USA	mediocre	2811
2022-01-18	United Kingdom	bad	95
2022-01-18	United Kingdom	good	10704
2022-01-18	United Kingdom	mediocre	905
2022-01-19	Australia	bad	96
2022-01-19	Australia	good	148
2022-01-19	Australia	mediocre	52
2022-01-19	Brazil	bad	45
2022-01-19	Brazil	good	905
2022-01-19	Brazil	mediocre	69
2022-01-19	Japan	good	2716
2022-01-19	Japan	mediocre	2
2022-01-19	South Africa	bad	18
2022-01-19	South Africa	good	100
2022-01-19	South Africa	mediocre	6
2022-01-19	USA	bad	1952
2022-01-19	USA	good	17433
2022-01-19	USA	mediocre	2234
2022-01-19	United Kingdom	bad	80
2022-01-19	United Kingdom	good	9832
2022-01-19	United Kingdom	mediocre	897
2022-01-20	Australia	bad	71
2022-01-20	Australia	good	164
2022-01-20	Australia	mediocre	30
2022-01-20	Brazil	bad	30
2022-01-20	Brazil	good	717
2022-01-20	Brazil	mediocre	54
2022-01-20	Japan	good	1386
2022-01-20	Japan	mediocre	8
2022-01-20	South Africa	bad	12
2022-01-20	South Africa	good	78
2022-01-20	South Africa	mediocre	6
2022-01-20	USA	bad	1772
2022-01-20	USA	good	12422
2022-01-20	USA	mediocre	1832
2022-01-20	United Kingdom	bad	92
2022-01-20	United Kingdom	good	9112
2022-01-20	United Kingdom	mediocre	834
2022-01-21	Australia	bad	57
2022-01-21	Australia	good	155
2022-01-21	Australia	mediocre	38
2022-01-21	Brazil	bad	41
2022-01-21	Brazil	good	816
2022-01-21	Brazil	mediocre	46
2022-01-21	Japan	good	1489
2022-01-21	Japan	mediocre	5
2022-01-21	South Africa	bad	6
2022-01-21	South Africa	good	78
2022-01-21	South Africa	mediocre	6
2022-01-21	USA	bad	1352
2022-01-21	USA	good	11237
2022-01-21	USA	mediocre	1415
2022-01-21	United Kingdom	bad	55
2022-01-21	United Kingdom	good	10549
2022-01-21	United Kingdom	mediocre	670
2022-01-22	Australia	bad	45
2022-01-22	Australia	good	108
2022-01-22	Australia	mediocre	39
2022-01-22	Brazil	bad	4
2022-01-22	Brazil	good	270
2022-01-22	Brazil	mediocre	13
2022-01-22	Japan	good	1186
2022-01-22	Japan	mediocre	3
2022-01-22	South Africa	bad	8
2022-01-22	South Africa	good	35
2022-01-22	South Africa	mediocre	2
2022-01-22	USA	bad	806
2022-01-22	USA	good	7343
2022-01-22	USA	mediocre	928
2022-01-22	United Kingdom	bad	67
2022-01-22	United Kingdom	good	7155
2022-01-22	United Kingdom	mediocre	607
2022-01-23	Australia	bad	57
2022-01-23	Australia	good	187
2022-01-23	Australia	mediocre	29
2022-01-23	Brazil	bad	13
2022-01-23	Brazil	good	253
2022-01-23	Brazil	mediocre	13
2022-01-23	Japan	good	546
2022-01-23	Japan	mediocre	2
2022-01-23	South Africa	bad	5
2022-01-23	South Africa	good	18
2022-01-23	South Africa	mediocre	4
2022-01-23	USA	bad	721
2022-01-23	USA	good	6138
2022-01-23	USA	mediocre	896
2022-01-23	United Kingdom	bad	98
2022-01-23	United Kingdom	good	7792
2022-01-23	United Kingdom	mediocre	653
2022-01-24	Australia	bad	71
2022-01-24	Australia	good	167
2022-01-24	Australia	mediocre	44
2022-01-24	Brazil	bad	48
2022-01-24	Brazil	good	830
2022-01-24	Brazil	mediocre	55
2022-01-24	Japan	good	1447
2022-01-24	Japan	mediocre	6
2022-01-24	South Africa	bad	20
2022-01-24	South Africa	good	84
2022-01-24	South Africa	mediocre	11
2022-01-24	USA	bad	2058
2022-01-24	USA	good	13121
2022-01-24	USA	mediocre	2307
2022-01-24	United Kingdom	bad	118
2022-01-24	United Kingdom	good	10535
2022-01-24	United Kingdom	mediocre	997
2022-01-25	Australia	bad	57
2022-01-25	Australia	good	154
2022-01-25	Australia	mediocre	37
2022-01-25	Brazil	bad	34
2022-01-25	Brazil	good	671
2022-01-25	Brazil	mediocre	49
2022-01-25	Japan	good	1486
2022-01-25	Japan	mediocre	4
2022-01-25	South Africa	bad	12
2022-01-25	South Africa	good	48
2022-01-25	South Africa	mediocre	6
2022-01-25	USA	bad	1816
2022-01-25	USA	good	12222
2022-01-25	USA	mediocre	1745
2022-01-25	United Kingdom	bad	79
2022-01-25	United Kingdom	good	9438
2022-01-25	United Kingdom	mediocre	804
2022-01-26	Australia	bad	44
2022-01-26	Australia	good	99
2022-01-26	Australia	mediocre	38
2022-01-26	Brazil	bad	58
2022-01-26	Brazil	good	727
2022-01-26	Brazil	mediocre	76
2022-01-26	Japan	bad	1
2022-01-26	Japan	good	901
2022-01-26	Japan	mediocre	1
2022-01-26	South Africa	bad	11
2022-01-26	South Africa	good	42
2022-01-26	South Africa	mediocre	5
2022-01-26	USA	bad	1335
2022-01-26	USA	good	11898
2022-01-26	USA	mediocre	1604
2022-01-26	United Kingdom	bad	92
2022-01-26	United Kingdom	good	8664
2022-01-26	United Kingdom	mediocre	790
2022-01-27	Australia	bad	59
2022-01-27	Australia	good	161
2022-01-27	Australia	mediocre	66
2022-01-27	Brazil	bad	45
2022-01-27	Brazil	good	667
2022-01-27	Brazil	mediocre	65
2022-01-27	Japan	bad	1
2022-01-27	Japan	good	1212
2022-01-27	Japan	mediocre	2
2022-01-27	South Africa	bad	28
2022-01-27	South Africa	good	88
2022-01-27	South Africa	mediocre	9
2022-01-27	USA	bad	1307
2022-01-27	USA	good	12035
2022-01-27	USA	mediocre	1883
2022-01-27	United Kingdom	bad	72
2022-01-27	United Kingdom	good	6925
2022-01-27	United Kingdom	mediocre	597
2022-01-28	Australia	bad	127
2022-01-28	Australia	good	127
2022-01-28	Australia	mediocre	55
2022-01-28	Brazil	bad	56
2022-01-28	Brazil	good	851
2022-01-28	Brazil	mediocre	70
2022-01-28	Japan	good	847
2022-01-28	Japan	mediocre	4
2022-01-28	South Africa	bad	9
2022-01-28	South Africa	good	86
2022-01-28	South Africa	mediocre	7
2022-01-28	USA	bad	1034
2022-01-28	USA	good	9236
2022-01-28	USA	mediocre	1533
2022-01-28	United Kingdom	bad	94
2022-01-28	United Kingdom	good	6719
2022-01-28	United Kingdom	mediocre	852
2022-01-29	Australia	bad	136
2022-01-29	Australia	good	114
2022-01-29	Australia	mediocre	46
2022-01-29	Brazil	bad	48
2022-01-29	Brazil	good	244
2022-01-29	Brazil	mediocre	33
2022-01-29	Japan	good	1040
2022-01-29	Japan	mediocre	1
2022-01-29	South Africa	bad	3
2022-01-29	South Africa	good	25
2022-01-29	South Africa	mediocre	7
2022-01-29	USA	bad	480
2022-01-29	USA	good	7065
2022-01-29	USA	mediocre	915
2022-01-29	United Kingdom	bad	63
2022-01-29	United Kingdom	good	7353
2022-01-29	United Kingdom	mediocre	559
2022-01-30	Australia	bad	80
2022-01-30	Australia	good	196
2022-01-30	Australia	mediocre	78
2022-01-30	Brazil	bad	126
2022-01-30	Brazil	good	394
2022-01-30	Brazil	mediocre	67
2022-01-30	Japan	good	361
2022-01-30	Japan	mediocre	1
2022-01-30	South Africa	bad	3
2022-01-30	South Africa	good	7
2022-01-30	USA	bad	526
2022-01-30	USA	good	5970
2022-01-30	USA	mediocre	879
2022-01-30	United Kingdom	bad	66
2022-01-30	United Kingdom	good	8740
2022-01-30	United Kingdom	mediocre	748
2022-01-31	Australia	bad	43
2022-01-31	Australia	good	151
2022-01-31	Australia	mediocre	44
2022-01-31	Brazil	bad	192
2022-01-31	Brazil	good	939
2022-01-31	Brazil	mediocre	180
2022-01-31	Japan	good	946
2022-01-31	Japan	mediocre	4
2022-01-31	South Africa	bad	6
2022-01-31	South Africa	good	57
2022-01-31	South Africa	mediocre	7
2022-01-31	USA	bad	1713
2022-01-31	USA	good	12981
2022-01-31	USA	mediocre	2784
2022-01-31	United Kingdom	bad	115
2022-01-31	United Kingdom	good	11489
2022-01-31	United Kingdom	mediocre	977
2022-02-01	Australia	bad	77
2022-02-01	Australia	good	186
2022-02-01	Australia	mediocre	49
2022-02-01	Brazil	bad	64
2022-02-01	Brazil	good	831
2022-02-01	Brazil	mediocre	89
2022-02-01	Japan	good	1326
2022-02-01	Japan	mediocre	4
2022-02-01	South Africa	bad	5
2022-02-01	South Africa	good	63
2022-02-01	South Africa	mediocre	7
2022-02-01	USA	bad	1345
2022-02-01	USA	good	11790
2022-02-01	USA	mediocre	2558
2022-02-01	United Kingdom	bad	122
2022-02-01	United Kingdom	good	8217
2022-02-01	United Kingdom	mediocre	764
2022-02-02	Australia	bad	44
2022-02-02	Australia	good	138
2022-02-02	Australia	mediocre	55
2022-02-02	Brazil	bad	71
2022-02-02	Brazil	good	786
2022-02-02	Brazil	mediocre	86
2022-02-02	Japan	bad	1
2022-02-02	Japan	good	743
2022-02-02	Japan	mediocre	2
2022-02-02	South Africa	bad	6
2022-02-02	South Africa	good	28
2022-02-02	South Africa	mediocre	5
2022-02-02	USA	bad	1533
2022-02-02	USA	good	10205
2022-02-02	USA	mediocre	2515
2022-02-02	United Kingdom	bad	167
2022-02-02	United Kingdom	good	11594
2022-02-02	United Kingdom	mediocre	1047
2022-02-03	Australia	bad	65
2022-02-03	Australia	good	153
2022-02-03	Australia	mediocre	53
2022-02-03	Brazil	bad	61
2022-02-03	Brazil	good	663
2022-02-03	Brazil	mediocre	72
2022-02-03	Japan	bad	1
2022-02-03	Japan	good	1153
2022-02-03	Japan	mediocre	1
2022-02-03	South Africa	bad	8
2022-02-03	South Africa	good	34
2022-02-03	South Africa	mediocre	5
2022-02-03	USA	bad	1011
2022-02-03	USA	good	8904
2022-02-03	USA	mediocre	1573
2022-02-03	United Kingdom	bad	171
2022-02-03	United Kingdom	good	9908
2022-02-03	United Kingdom	mediocre	721
2022-02-04	Australia	bad	98
2022-02-04	Australia	good	105
2022-02-04	Australia	mediocre	64
2022-02-04	Brazil	bad	63
2022-02-04	Brazil	good	577
2022-02-04	Brazil	mediocre	58
2022-02-04	Japan	bad	1
2022-02-04	Japan	good	685
2022-02-04	Japan	mediocre	1
2022-02-04	South Africa	bad	8
