date	location	QC_overall_status	sequences
2022-01-10	Costa Rica	good	10
2022-01-10	Egypt	bad	10
2022-01-10	Egypt	good	3
2022-01-10	Japan	bad	3
2022-01-10	Japan	good	765
2022-01-10	Japan	mediocre	14
2022-01-10	Panama	bad	1
2022-01-10	Panama	good	4
2022-01-10	Panama	mediocre	6
2022-01-10	South Africa	bad	23
2022-01-10	South Africa	good	125
2022-01-10	South Africa	mediocre	10
2022-01-10	Trinidad and Tobago	bad	10
2022-01-10	Trinidad and Tobago	good	12
2022-01-10	Trinidad and Tobago	mediocre	10
2022-01-10	USA	bad	2182
2022-01-10	USA	good	16770
2022-01-10	USA	mediocre	2533
2022-01-10	United Kingdom	bad	69
2022-01-10	United Kingdom	good	10035
2022-01-10	United Kingdom	mediocre	1164
2022-01-10	Vietnam	bad	1
2022-01-10	Vietnam	good	22
2022-01-10	Vietnam	mediocre	4
2022-01-11	Australia	bad	226
2022-01-11	Australia	good	254
2022-01-11	Australia	mediocre	164
2022-01-11	Brazil	bad	79
2022-01-11	Brazil	good	1010
2022-01-11	Brazil	mediocre	78
2022-01-11	Costa Rica	good	19
2022-01-11	Egypt	good	1
2022-01-11	Japan	bad	3
2022-01-11	Japan	good	2332
2022-01-11	Japan	mediocre	23
2022-01-11	Panama	good	5
2022-01-11	Panama	mediocre	12
2022-01-11	South Africa	bad	16
2022-01-11	South Africa	good	73
2022-01-11	South Africa	mediocre	12
2022-01-11	Trinidad and Tobago	bad	1
2022-01-11	Trinidad and Tobago	good	3
2022-01-11	Trinidad and Tobago	mediocre	2
2022-01-11	USA	bad	2079
2022-01-11	USA	good	16260
2022-01-11	USA	mediocre	2722
2022-01-11	United Kingdom	bad	84
2022-01-11	United Kingdom	good	10199
2022-01-11	United Kingdom	mediocre	753
2022-01-11	Vietnam	good	4
2022-01-11	Vietnam	mediocre	1
2022-01-12	Australia	bad	171
2022-01-12	Australia	good	207
2022-01-12	Australia	mediocre	57
2022-01-12	Brazil	bad	72
2022-01-12	Brazil	good	1191
2022-01-12	Brazil	mediocre	127
2022-01-12	Costa Rica	good	17
2022-01-12	Egypt	bad	39
2022-01-12	Egypt	good	4
2022-01-12	Egypt	mediocre	2
2022-01-12	Japan	good	2104
2022-01-12	Japan	mediocre	20
2022-01-12	Panama	good	2
2022-01-12	Panama	mediocre	6
2022-01-12	South Africa	bad	20
2022-01-12	South Africa	good	98
2022-01-12	South Africa	mediocre	11
2022-01-12	Trinidad and Tobago	bad	8
2022-01-12	Trinidad and Tobago	good	6
2022-01-12	Trinidad and Tobago	mediocre	3
2022-01-12	USA	bad	1795
2022-01-12	USA	good	14244
2022-01-12	USA	mediocre	2398
2022-01-12	United Kingdom	bad	96
2022-01-12	United Kingdom	good	8845
2022-01-12	United Kingdom	mediocre	856
2022-01-12	Vietnam	bad	1
2022-01-12	Vietnam	good	28
2022-01-12	Vietnam	mediocre	5
2022-01-13	Australia	bad	94
2022-01-13	Australia	good	213
2022-01-13	Australia	mediocre	51
2022-01-13	Brazil	bad	69
2022-01-13	Brazil	good	1039
2022-01-13	Brazil	mediocre	80
2022-01-13	Costa Rica	good	8
2022-01-13	Egypt	bad	85
2022-01-13	Egypt	good	6
2022-01-13	Egypt	mediocre	5
2022-01-13	Japan	good	2718
2022-01-13	Japan	mediocre	16
2022-01-13	Panama	bad	1
2022-01-13	Panama	good	6
2022-01-13	Panama	mediocre	11
2022-01-13	South Africa	bad	18
2022-01-13	South Africa	good	69
2022-01-13	South Africa	mediocre	13
2022-01-13	Trinidad and Tobago	bad	1
2022-01-13	Trinidad and Tobago	good	4
2022-01-13	Trinidad and Tobago	mediocre	1
2022-01-13	USA	bad	1641
2022-01-13	USA	good	13314
2022-01-13	USA	mediocre	2013
2022-01-13	United Kingdom	bad	58
2022-01-13	United Kingdom	good	7906
2022-01-13	United Kingdom	mediocre	800
2022-01-13	Vietnam	bad	2
2022-01-13	Vietnam	good	8
2022-01-13	Vietnam	mediocre	9
2022-01-14	Australia	bad	93
2022-01-14	Australia	good	161
2022-01-14	Australia	mediocre	69
2022-01-14	Brazil	bad	68
2022-01-14	Brazil	good	687
2022-01-14	Brazil	mediocre	35
2022-01-14	Costa Rica	good	7
2022-01-14	Egypt	bad	1
2022-01-14	Japan	bad	5
2022-01-14	Japan	good	2501
2022-01-14	Japan	mediocre	15
2022-01-14	Panama	bad	1
2022-01-14	Panama	good	2
2022-01-14	Panama	mediocre	9
2022-01-14	South Africa	bad	11
2022-01-14	South Africa	good	60
2022-01-14	South Africa	mediocre	8
2022-01-14	Trinidad and Tobago	bad	2
2022-01-14	Trinidad and Tobago	good	5
2022-01-14	Trinidad and Tobago	mediocre	1
2022-01-14	USA	bad	1460
2022-01-14	USA	good	12791
2022-01-14	USA	mediocre	1972
2022-01-14	United Kingdom	bad	78
2022-01-14	United Kingdom	good	9261
2022-01-14	United Kingdom	mediocre	803
2022-01-14	Vietnam	bad	1
2022-01-14	Vietnam	good	23
2022-01-14	Vietnam	mediocre	8
2022-01-15	Australia	bad	164
2022-01-15	Australia	good	204
2022-01-15	Australia	mediocre	51
2022-01-15	Brazil	bad	8
2022-01-15	Brazil	good	381
2022-01-15	Brazil	mediocre	17
2022-01-15	Costa Rica	good	6
2022-01-15	Japan	bad	3
2022-01-15	Japan	good	1801
2022-01-15	Japan	mediocre	9
2022-01-15	Panama	good	4
2022-01-15	Panama	mediocre	5
2022-01-15	South Africa	bad	9
2022-01-15	South Africa	good	38
2022-01-15	South Africa	mediocre	11
2022-01-15	Trinidad and Tobago	bad	3
2022-01-15	Trinidad and Tobago	good	7
2022-01-15	Trinidad and Tobago	mediocre	2
2022-01-15	USA	bad	980
2022-01-15	USA	good	8392
2022-01-15	USA	mediocre	1316
2022-01-15	United Kingdom	bad	60
2022-01-15	United Kingdom	good	6411
2022-01-15	United Kingdom	mediocre	709
2022-01-15	Vietnam	good	18
2022-01-15	Vietnam	mediocre	10
2022-01-16	Australia	bad	58
2022-01-16	Australia	good	174
2022-01-16	Australia	mediocre	32
2022-01-16	Brazil	bad	12
2022-01-16	Brazil	good	318
2022-01-16	Brazil	mediocre	16
2022-01-16	Costa Rica	good	12
2022-01-16	Egypt	bad	53
2022-01-16	Egypt	good	3
2022-01-16	Egypt	mediocre	2
2022-01-16	Japan	good	514
2022-01-16	Japan	mediocre	5
2022-01-16	Panama	bad	1
2022-01-16	Panama	good	3
2022-01-16	Panama	mediocre	6
2022-01-16	South Africa	bad	6
2022-01-16	South Africa	good	39
2022-01-16	South Africa	mediocre	6
2022-01-16	Trinidad and Tobago	bad	3
2022-01-16	Trinidad and Tobago	good	1
2022-01-16	Trinidad and Tobago	mediocre	2
2022-01-16	USA	bad	666
2022-01-16	USA	good	6654
2022-01-16	USA	mediocre	824
2022-01-16	United Kingdom	bad	88
2022-01-16	United Kingdom	good	7119
2022-01-16	United Kingdom	mediocre	724
2022-01-16	Vietnam	good	4
2022-01-17	Australia	bad	199
2022-01-17	Australia	good	205
2022-01-17	Australia	mediocre	69
2022-01-17	Brazil	bad	89
2022-01-17	Brazil	good	1495
2022-01-17	Brazil	mediocre	106
2022-01-17	Costa Rica	good	33
2022-01-17	Japan	bad	1
2022-01-17	Japan	good	3793
2022-01-17	Japan	mediocre	21
2022-01-17	Panama	good	1
2022-01-17	Panama	mediocre	3
2022-01-17	South Africa	bad	25
2022-01-17	South Africa	good	143
2022-01-17	South Africa	mediocre	22
2022-01-17	Trinidad and Tobago	bad	4
2022-01-17	Trinidad and Tobago	good	7
2022-01-17	Trinidad and Tobago	mediocre	1
2022-01-17	USA	bad	1107
2022-01-17	USA	good	11580
2022-01-17	USA	mediocre	1557
2022-01-17	United Kingdom	bad	69
2022-01-17	United Kingdom	good	10778
2022-01-17	United Kingdom	mediocre	928
2022-01-17	Vietnam	bad	1
2022-01-17	Vietnam	good	14
2022-01-17	Vietnam	mediocre	8
2022-01-18	Australia	bad	146
2022-01-18	Australia	good	240
2022-01-18	Australia	mediocre	56
2022-01-18	Brazil	bad	63
2022-01-18	Brazil	good	1166
2022-01-18	Brazil	mediocre	107
2022-01-18	Costa Rica	good	22
2022-01-18	Egypt	good	6
2022-01-18	Egypt	mediocre	2
2022-01-18	Japan	bad	1
2022-01-18	Japan	good	2651
2022-01-18	Japan	mediocre	5
2022-01-18	Panama	good	2
2022-01-18	Panama	mediocre	11
2022-01-18	South Africa	bad	15
2022-01-18	South Africa	good	122
2022-01-18	South Africa	mediocre	11
2022-01-18	Trinidad and Tobago	bad	3
2022-01-18	Trinidad and Tobago	good	10
2022-01-18	Trinidad and Tobago	mediocre	4
2022-01-18	USA	bad	1894
2022-01-18	USA	good	17908
2022-01-18	USA	mediocre	2689
2022-01-18	United Kingdom	bad	96
2022-01-18	United Kingdom	good	10719
2022-01-18	United Kingdom	mediocre	889
2022-01-18	Vietnam	bad	2
2022-01-18	Vietnam	good	7
2022-01-18	Vietnam	mediocre	1
2022-01-19	Australia	bad	95
2022-01-19	Australia	good	147
2022-01-19	Australia	mediocre	54
2022-01-19	Brazil	bad	74
2022-01-19	Brazil	good	983
2022-01-19	Brazil	mediocre	81
2022-01-19	Costa Rica	good	28
2022-01-19	Japan	good	2717
2022-01-19	Japan	mediocre	9
2022-01-19	Panama	good	1
2022-01-19	Panama	mediocre	4
2022-01-19	South Africa	bad	18
2022-01-19	South Africa	good	100
2022-01-19	South Africa	mediocre	6
2022-01-19	Trinidad and Tobago	bad	3
2022-01-19	Trinidad and Tobago	good	9
2022-01-19	Trinidad and Tobago	mediocre	3
2022-01-19	USA	bad	1753
2022-01-19	USA	good	18198
2022-01-19	USA	mediocre	1938
2022-01-19	United Kingdom	bad	80
2022-01-19	United Kingdom	good	9842
2022-01-19	United Kingdom	mediocre	887
2022-01-19	Vietnam	good	8
2022-01-19	Vietnam	mediocre	1
2022-01-20	Australia	bad	72
2022-01-20	Australia	good	164
2022-01-20	Australia	mediocre	29
2022-01-20	Brazil	bad	45
2022-01-20	Brazil	good	786
2022-01-20	Brazil	mediocre	63
2022-01-20	Costa Rica	bad	1
2022-01-20	Costa Rica	good	13
2022-01-20	Egypt	good	1
2022-01-20	Japan	good	1380
2022-01-20	Japan	mediocre	15
2022-01-20	Panama	bad	6
2022-01-20	Panama	good	6
2022-01-20	Panama	mediocre	6
2022-01-20	South Africa	bad	12
2022-01-20	South Africa	good	80
2022-01-20	South Africa	mediocre	6
2022-01-20	Trinidad and Tobago	bad	2
2022-01-20	Trinidad and Tobago	good	12
2022-01-20	Trinidad and Tobago	mediocre	2
2022-01-20	USA	bad	1565
2022-01-20	USA	good	13094
2022-01-20	USA	mediocre	1595
2022-01-20	United Kingdom	bad	90
2022-01-20	United Kingdom	good	9120
2022-01-20	United Kingdom	mediocre	828
2022-01-20	Vietnam	good	11
2022-01-20	Vietnam	mediocre	11
2022-01-21	Australia	bad	57
2022-01-21	Australia	good	156
2022-01-21	Australia	mediocre	37
2022-01-21	Brazil	bad	55
2022-01-21	Brazil	good	959
2022-01-21	Brazil	mediocre	70
2022-01-21	Costa Rica	good	9
2022-01-21	Egypt	good	1
2022-01-21	Japan	good	1483
2022-01-21	Japan	mediocre	11
2022-01-21	Panama	bad	3
2022-01-21	Panama	good	7
2022-01-21	Panama	mediocre	5
2022-01-21	South Africa	bad	6
2022-01-21	South Africa	good	78
2022-01-21	South Africa	mediocre	6
2022-01-21	Trinidad and Tobago	bad	1
2022-01-21	Trinidad and Tobago	good	4
2022-01-21	Trinidad and Tobago	mediocre	2
2022-01-21	USA	bad	1191
2022-01-21	USA	good	11804
2022-01-21	USA	mediocre	1309
2022-01-21	United Kingdom	bad	55
2022-01-21	United Kingdom	good	10557
2022-01-21	United Kingdom	mediocre	662
2022-01-21	Vietnam	bad	2
2022-01-21	Vietnam	good	8
2022-01-21	Vietnam	mediocre	3
2022-01-22	Australia	bad	45
2022-01-22	Australia	good	107
2022-01-22	Australia	mediocre	40
2022-01-22	Brazil	bad	9
2022-01-22	Brazil	good	317
2022-01-22	Brazil	mediocre	20
2022-01-22	Costa Rica	good	1
2022-01-22	Egypt	bad	7
2022-01-22	Japan	good	1184
2022-01-22	Japan	mediocre	10
2022-01-22	Panama	bad	1
2022-01-22	Panama	good	6
2022-01-22	Panama	mediocre	6
2022-01-22	South Africa	bad	10
2022-01-22	South Africa	good	36
2022-01-22	South Africa	mediocre	2
2022-01-22	Trinidad and Tobago	bad	2
2022-01-22	Trinidad and Tobago	good	5
2022-01-22	Trinidad and Tobago	mediocre	1
2022-01-22	USA	bad	617
2022-01-22	USA	good	7739
2022-01-22	USA	mediocre	831
2022-01-22	United Kingdom	bad	66
2022-01-22	United Kingdom	good	7165
2022-01-22	United Kingdom	mediocre	598
2022-01-22	Vietnam	bad	4
2022-01-22	Vietnam	good	9
2022-01-22	Vietnam	mediocre	2
2022-01-23	Australia	bad	58
2022-01-23	Australia	good	184
2022-01-23	Australia	mediocre	31
2022-01-23	Brazil	bad	15
2022-01-23	Brazil	good	271
2022-01-23	Brazil	mediocre	15
2022-01-23	Costa Rica	good	2
2022-01-23	Egypt	bad	3
2022-01-23	Egypt	good	4
2022-01-23	Japan	bad	1
2022-01-23	Japan	good	543
2022-01-23	Japan	mediocre	4
2022-01-23	Panama	good	9
2022-01-23	Panama	mediocre	5
2022-01-23	South Africa	bad	8
2022-01-23	South Africa	good	18
2022-01-23	South Africa	mediocre	4
2022-01-23	Trinidad and Tobago	bad	1
2022-01-23	Trinidad and Tobago	good	10
2022-01-23	Trinidad and Tobago	mediocre	1
2022-01-23	USA	bad	712
2022-01-23	USA	good	6277
2022-01-23	USA	mediocre	895
2022-01-23	United Kingdom	bad	98
2022-01-23	United Kingdom	good	7794
2022-01-23	United Kingdom	mediocre	651
2022-01-23	Vietnam	bad	1
2022-01-23	Vietnam	good	1
2022-01-23	Vietnam	mediocre	3
2022-01-24	Australia	bad	71
2022-01-24	Australia	good	165
2022-01-24	Australia	mediocre	46
2022-01-24	Brazil	bad	67
2022-01-24	Brazil	good	948
2022-01-24	Brazil	mediocre	73
2022-01-24	Costa Rica	good	20
2022-01-24	Egypt	bad	1
2022-01-24	Egypt	good	1
2022-01-24	Egypt	mediocre	1
2022-01-24	Japan	bad	1
2022-01-24	Japan	good	1450
2022-01-24	Japan	mediocre	12
2022-01-24	Panama	bad	3
2022-01-24	Panama	good	4
2022-01-24	Panama	mediocre	6
2022-01-24	South Africa	bad	21
2022-01-24	South Africa	good	84
2022-01-24	South Africa	mediocre	11
2022-01-24	Trinidad and Tobago	bad	3
2022-01-24	Trinidad and Tobago	mediocre	4
2022-01-24	USA	bad	1981
2022-01-24	USA	good	13491
2022-01-24	USA	mediocre	2265
2022-01-24	United Kingdom	bad	119
2022-01-24	United Kingdom	good	10536
2022-01-24	United Kingdom	mediocre	995
2022-01-24	Vietnam	bad	1
2022-01-24	Vietnam	good	1
2022-01-24	Vietnam	mediocre	8
2022-01-25	Australia	bad	57
2022-01-25	Australia	good	154
2022-01-25	Australia	mediocre	37
2022-01-25	Brazil	bad	45
2022-01-25	Brazil	good	738
2022-01-25	Brazil	mediocre	63
2022-01-25	Costa Rica	good	13
2022-01-25	Costa Rica	mediocre	1
2022-01-25	Egypt	good	4
2022-01-25	Egypt	mediocre	2
2022-01-25	Japan	bad	1
2022-01-25	Japan	good	1485
2022-01-25	Japan	mediocre	6
2022-01-25	Panama	bad	3
2022-01-25	Panama	good	8
2022-01-25	Panama	mediocre	3
2022-01-25	South Africa	bad	12
2022-01-25	South Africa	good	50
2022-01-25	South Africa	mediocre	6
2022-01-25	Trinidad and Tobago	bad	1
2022-01-25	Trinidad and Tobago	good	3
2022-01-25	USA	bad	1780
2022-01-25	USA	good	12526
2022-01-25	USA	mediocre	1749
2022-01-25	United Kingdom	bad	81
2022-01-25	United Kingdom	good	9442
2022-01-25	United Kingdom	mediocre	798
2022-01-25	Vietnam	mediocre	4
2022-01-26	Australia	bad	44
2022-01-26	Australia	good	100
2022-01-26	Australia	mediocre	40
2022-01-26	Brazil	bad	86
2022-01-26	Brazil	good	871
2022-01-26	Brazil	mediocre	93
2022-01-26	Costa Rica	good	15
2022-01-26	Japan	bad	1
2022-01-26	Japan	good	902
2022-01-26	Japan	mediocre	5
2022-01-26	Panama	bad	1
2022-01-26	Panama	good	3
2022-01-26	Panama	mediocre	8
2022-01-26	South Africa	bad	12
2022-01-26	South Africa	good	44
2022-01-26	South Africa	mediocre	6
2022-01-26	Trinidad and Tobago	good	7
2022-01-26	Trinidad and Tobago	mediocre	5
2022-01-26	USA	bad	1320
2022-01-26	USA	good	12116
2022-01-26	USA	mediocre	1600
2022-01-26	United Kingdom	bad	91
2022-01-26	United Kingdom	good	8653
2022-01-26	United Kingdom	mediocre	802
2022-01-26	Vietnam	good	2
2022-01-26	Vietnam	mediocre	1
2022-01-27	Australia	bad	59
2022-01-27	Australia	good	161
2022-01-27	Australia	mediocre	66
2022-01-27	Brazil	bad	71
2022-01-27	Brazil	good	757
2022-01-27	Brazil	mediocre	81
2022-01-27	Costa Rica	good	14
2022-01-27	Japan	bad	1
2022-01-27	Japan	good	1211
2022-01-27	Japan	mediocre	9
2022-01-27	Panama	bad	2
2022-01-27	Panama	good	4
2022-01-27	Panama	mediocre	4
2022-01-27	South Africa	bad	28
2022-01-27	South Africa	good	89
2022-01-27	South Africa	mediocre	9
2022-01-27	Trinidad and Tobago	bad	2
2022-01-27	Trinidad and Tobago	good	8
2022-01-27	USA	bad	1168
2022-01-27	USA	good	12472
2022-01-27	USA	mediocre	1783
2022-01-27	United Kingdom	bad	71
2022-01-27	United Kingdom	good	6928
2022-01-27	United Kingdom	mediocre	595
2022-01-27	Vietnam	bad	2
2022-01-27	Vietnam	good	2
2022-01-27	Vietnam	mediocre	3
2022-01-28	Australia	bad	127
2022-01-28	Australia	good	125
2022-01-28	Australia	mediocre	57
2022-01-28	Brazil	bad	65
2022-01-28	Brazil	good	631
2022-01-28	Brazil	mediocre	64
2022-01-28	Costa Rica	good	11
2022-01-28	Japan	bad	2
2022-01-28	Japan	good	843
2022-01-28	Japan	mediocre	8
2022-01-28	Panama	bad	3
2022-01-28	Panama	good	4
2022-01-28	Panama	mediocre	3
2022-01-28	South Africa	bad	10
2022-01-28	South Africa	good	87
2022-01-28	South Africa	mediocre	7
2022-01-28	Trinidad and Tobago	bad	1
2022-01-28	Trinidad and Tobago	good	3
2022-01-28	USA	bad	889
2022-01-28	USA	good	9670
2022-01-28	USA	mediocre	1431
2022-01-28	United Kingdom	bad	94
2022-01-28	United Kingdom	good	6735
2022-01-28	United Kingdom	mediocre	837
2022-01-28	Vietnam	good	1
2022-01-29	Australia	bad	136
2022-01-29	Australia	good	111
2022-01-29	Australia	mediocre	49
2022-01-29	Brazil	bad	51
2022-01-29	Brazil	good	254
2022-01-29	Brazil	mediocre	40
2022-01-29	Costa Rica	good	7
2022-01-29	Egypt	bad	1
2022-01-29	Japan	good	1037
2022-01-29	Japan	mediocre	6
2022-01-29	Panama	bad	1
2022-01-29	Panama	good	1
2022-01-29	Panama	mediocre	2
2022-01-29	South Africa	bad	3
2022-01-29	South Africa	good	26
2022-01-29	South Africa	mediocre	7
2022-01-29	Trinidad and Tobago	bad	1
2022-01-29	Trinidad and Tobago	good	2
2022-01-29	USA	bad	449
2022-01-29	USA	good	7110
2022-01-29	USA	mediocre	932
2022-01-29	United Kingdom	bad	58
2022-01-29	United Kingdom	good	7357
2022-01-29	United Kingdom	mediocre	560
2022-01-29	Vietnam	mediocre	3
2022-01-30	Australia	bad	80
2022-01-30	Australia	good	192
2022-01-30	Australia	mediocre	82
2022-01-30	Brazil	bad	31
2022-01-30	Brazil	good	220
2022-01-30	Brazil	mediocre	46
2022-01-30	Costa Rica	good	6
2022-01-30	Egypt	bad	2
2022-01-30	Egypt	good	4
2022-01-30	Japan	good	360
2022-01-30	Japan	mediocre	2
2022-01-30	Panama	mediocre	2
2022-01-30	South Africa	bad	3
2022-01-30	South Africa	good	7
2022-01-30	Trinidad and Tobago	bad	2
2022-01-30	Trinidad and Tobago	good	6
2022-01-30	Trinidad and Tobago	mediocre	2
2022-01-30	USA	bad	514
2022-01-30	USA	good	6073
2022-01-30	USA	mediocre	858
2022-01-30	United Kingdom	bad	62
2022-01-30	United Kingdom	good	8736
2022-01-30	United Kingdom	mediocre	756
2022-01-30	Vietnam	good	1
2022-01-31	Australia	bad	43
2022-01-31	Australia	good	147
2022-01-31	Australia	mediocre	48
2022-01-31	Brazil	bad	160
2022-01-31	Brazil	good	811
2022-01-31	Brazil	mediocre	151
2022-01-31	Costa Rica	good	19
2022-01-31	Egypt	bad	13
2022-01-31	Egypt	good	9
2022-01-31	Egypt	mediocre	2
2022-01-31	Japan	good	951
2022-01-31	Japan	mediocre	5
2022-01-31	Panama	bad	9
2022-01-31	Panama	good	4
2022-01-31	Panama	mediocre	16
2022-01-31	South Africa	bad	6
2022-01-31	South Africa	good	58
2022-01-31	South Africa	mediocre	7
2022-01-31	Trinidad and Tobago	bad	1
2022-01-31	Trinidad and Tobago	good	3
2022-01-31	USA	bad	1566
2022-01-31	USA	good	13374
2022-01-31	USA	mediocre	2658
2022-01-31	United Kingdom	bad	113
2022-01-31	United Kingdom	good	11492
2022-01-31	United Kingdom	mediocre	976
2022-01-31	Vietnam	bad	3
2022-01-31	Vietnam	good	2
2022-01-31	Vietnam	mediocre	3
2022-02-01	Australia	bad	78
2022-02-01	Australia	good	181
2022-02-01	Australia	mediocre	55
2022-02-01	Brazil	bad	66
2022-02-01	Brazil	good	847
2022-02-01	Brazil	mediocre	92
2022-02-01	Costa Rica	good	13
2022-02-01	Japan	bad	1
2022-02-01	Japan	good	1323
2022-02-01	Japan	mediocre	8
2022-02-01	Panama	bad	4
2022-02-01	Panama	good	3
2022-02-01	Panama	mediocre	18
2022-02-01	South Africa	bad	6
2022-02-01	South Africa	good	63
2022-02-01	South Africa	mediocre	7
2022-02-01	Trinidad and Tobago	bad	4
2022-02-01	Trinidad and Tobago	good	8
2022-02-01	Trinidad and Tobago	mediocre	3
2022-02-01	USA	bad	1260
2022-02-01	USA	good	11940
2022-02-01	USA	mediocre	2551
2022-02-01	United Kingdom	bad	120
2022-02-01	United Kingdom	good	8229
2022-02-01	United Kingdom	mediocre	755
2022-02-01	Vietnam	bad	1
2022-02-01	Vietnam	good	10
2022-02-02	Australia	bad	44
2022-02-02	Australia	good	135
2022-02-02	Australia	mediocre	64
2022-02-02	Brazil	bad	79
2022-02-02	Brazil	good	791
2022-02-02	Brazil	mediocre	90
2022-02-02	Costa Rica	good	17
2022-02-02	Egypt	bad	8
2022-02-02	Egypt	good	3
2022-02-02	Egypt	mediocre	3
2022-02-02	Japan	bad	2
2022-02-02	Japan	good	748
2022-02-02	Japan	mediocre	2
2022-02-02	Panama	bad	7
2022-02-02	Panama	good	4
2022-02-02	Panama	mediocre	13
2022-02-02	South Africa	bad	7
2022-02-02	South Africa	good	28
2022-02-02	South Africa	mediocre	5
2022-02-02	Trinidad and Tobago	good	10
2022-02-02	USA	bad	1453
2022-02-02	USA	good	10351
2022-02-02	USA	mediocre	2464
2022-02-02	United Kingdom	bad	167
2022-02-02	United Kingdom	good	11598
2022-02-02	United Kingdom	mediocre	1044
2022-02-02	Vietnam	good	3
2022-02-02	Vietnam	mediocre	1
2022-02-03	Australia	bad	66
2022-02-03	Australia	good	152
2022-02-03	Australia	mediocre	55
2022-02-03	Brazil	bad	61
2022-02-03	Brazil	good	674
2022-02-03	Brazil	mediocre	82
2022-02-03	Costa Rica	good	26
2022-02-03	Japan	bad	1
2022-02-03	Japan	good	1154
2022-02-03	Japan	mediocre	2
2022-02-03	Panama	bad	1
2022-02-03	Panama	good	2
2022-02-03	Panama	mediocre	6
2022-02-03	South Africa	bad	10
2022-02-03	South Africa	good	34
2022-02-03	South Africa	mediocre	5
2022-02-03	Trinidad and Tobago	good	7
2022-02-03	Trinidad and Tobago	mediocre	1
2022-02-03	USA	bad	979
2022-02-03	USA	good	9054
2022-02-03	USA	mediocre	1496
2022-02-03	United Kingdom	bad	170
2022-02-03	United Kingdom	good	9923
2022-02-03	United Kingdom	mediocre	707
2022-02-03	Vietnam	good	1
2022-02-04	Australia	bad	98
2022-02-04	Australia	good	105
2022-02-04	Australia	mediocre	64
2022-02-04	Brazil	bad	62
2022-02-04	Brazil	good	498
2022-02-04	Brazil	mediocre	66
2022-02-04	Costa Rica	good	7
2022-02-04	Japan	bad	1
2022-02-04	Japan	good	685
2022-02-04	Japan	mediocre	4
2022-02-04	Panama	bad	4
2022-02-04	Panama	good	2
2022-02-04	Panama	mediocre	3
2022-02-04	South Africa	bad	8
2022-02-04	South Africa	good	23
2022-02-04	South Africa	mediocre	8
2022-02-04	Trinidad and Tobago	good	5
2022-02-04	USA	bad	722
2022-02-04	USA	good	8442
2022-02-04	USA	mediocre	1199
2022-02-04	United Kingdom	bad	181
2022-02-04	United Kingdom	good	8742
2022-02-04	United Kingdom	mediocre	567
2022-02-04	Vietnam	bad	1
2022-02-04	Vietnam	good	2
2022-02-04	Vietnam	mediocre	1
2022-02-05	Australia	bad	121
2022-02-05	Australia	good	80
2022-02-05	Australia	mediocre	59
2022-02-05	Brazil	bad	40
2022-02-05	Brazil	good	237
2022-02-05	Brazil	mediocre	22
2022-02-05	Costa Rica	good	4
2022-02-05	Japan	bad	1
2022-02-05	Japan	good	762
2022-02-05	Japan	mediocre	7
2022-02-05	Panama	good	2
2022-02-05	Panama	mediocre	4
2022-02-05	South Africa	bad	2
2022-02-05	South Africa	good	6
2022-02-05	South Africa	mediocre	1
2022-02-05	Trinidad and Tobago	good	5
2022-02-05	USA	bad	523
2022-02-05	USA	good	5165
2022-02-05	USA	mediocre	740
2022-02-05	United Kingdom	bad	67
2022-02-05	United Kingdom	good	9839
2022-02-05	United Kingdom	mediocre	552
2022-02-05	Vietnam	good	3
2022-02-05	Vietnam	mediocre	2
2022-02-06	Australia	bad	158
2022-02-06	Australia	good	196
2022-02-06	Australia	mediocre	81
2022-02-06	Brazil	bad	15
2022-02-06	Brazil	good	210
2022-02-06	Brazil	mediocre	17
2022-02-06	Costa Rica	good	9
2022-02-06	Egypt	good	1
2022-02-06	Japan	bad	1
2022-02-06	Japan	good	305
2022-02-06	Japan	mediocre	1
2022-02-06	Panama	good	6
2022-02-06	South Africa	bad	2
2022-02-06	South Africa	good	5
2022-02-06	Trinidad and Tobago	bad	2
2022-02-06	Trinidad and Tobago	good	6
2022-02-06	USA	bad	507
2022-02-06	USA	good	4960
2022-02-06	USA	mediocre	809
2022-02-06	United Kingdom	bad	63
2022-02-06	United Kingdom	good	9660
2022-02-06	United Kingdom	mediocre	577
2022-02-06	Vietnam	bad	1
2022-02-06	Vietnam	good	10
2022-02-06	Vietnam	mediocre	2
2022-02-07	Australia	bad	200
2022-02-07	Australia	good	124
2022-02-07	Australia	mediocre	77
2022-02-07	Brazil	bad	77
2022-02-07	Brazil	good	744
2022-02-07	Brazil	mediocre	61
2022-02-07	Costa Rica	good	23
2022-02-07	Japan	bad	1
2022-02-07	Japan	good	812
2022-02-07	Japan	mediocre	4
2022-02-07	Panama	bad	1
2022-02-07	Panama	good	5
2022-02-07	Panama	mediocre	3
2022-02-07	South Africa	bad	12
2022-02-07	South Africa	good	52
2022-02-07	South Africa	mediocre	8
2022-02-07	Trinidad and Tobago	bad	2
2022-02-07	Trinidad and Tobago	good	8
2022-02-07	USA	bad	1545
2022-02-07	USA	good	12241
2022-02-07	USA	mediocre	2425
2022-02-07	United Kingdom	bad	146
2022-02-07	United Kingdom	good	11096
2022-02-07	United Kingdom	mediocre	1155
2022-02-07	Vietnam	bad	6
2022-02-07	Vietnam	good	11
2022-02-07	Vietnam	mediocre	13
2022-02-08	Australia	bad	224
